ДАТА,ДЕНЬ НЕДЕЛИ,ЧАСЫ,МИНУТЫ,ТАГ,ГОСНОМЕР,ВЪЕЗД,ВЫЕЗД,К ОПЛАТЕ
2021-11-02,1,12,49,19431001189,34DMP163,Dimitrovgrad , Pirot istok,570
2021-11-02,1,12,49,19460016827,34CVT94,Dimitrovgrad , Beograd,7860
2021-11-02,1,12,49,20300611405,42AHG838,Dimitrovgrad , Beograd,7860
2021-11-02,1,12,49,20400907299,42AHR602,Dimitrovgrad , Beograd,7860
2021-11-02,1,12,51,19221167372,BG2195TK,Beograd , Velika Plana,300
2021-11-02,1,12,53,20300839006,34DGA0058,Dimitrovgrad , Pirot zapad,840
2021-11-02,1,12,55,20300663588,16AOC921,Beograd , Mali Požarevac,460
2021-11-02,1,12,56,19241020031,RI1432A,Stara Pazova , Subotica,3810
2021-11-02,1,12,57,19221102569,81EG458,Dimitrovgrad , Beograd,7860
2021-11-02,1,12,57,19450397260,31GU977,Dimitrovgrad , Beograd,7860
2021-11-02,1,12,57,21320619634,31AHH965,Dimitrovgrad , Beograd,7860
2021-11-02,1,13,2,19231005141,NI199FE,Niš istok , Merošina,80
2021-11-02,1,13,6,20410679946,SIMTB60,Šimanovci , Šid,2580
2021-11-02,1,13,9,19221167372,BG2195TK,Velika Plana , Požarevac,120
2021-11-02,1,13,15,19451125447,33BNT30,Stara Pazova , Subotica,3810
2021-11-02,1,13,17,19440718468,34AJJ175,Dimitrovgrad , Niš Malča,2160
2021-11-02,1,13,18,19241031889,42FPZ07,Dimitrovgrad , Beograd,7860
2021-11-02,1,13,19,20400879639,A161CY60,Leskovac jug , Pojate,2700
2021-11-02,1,13,20,19221153828,06JSV15,Dimitrovgrad , Beograd,7860
2021-11-02,1,13,23,20410732430,07ANT725,Dimitrovgrad , Beograd,7860
2021-11-02,1,13,23,21390376115,31AGJ312,Dimitrovgrad , Beograd,7860
2021-11-02,1,13,23,21390376198,31EM454,Dimitrovgrad , Beograd,7860
2021-11-02,1,13,25,19231185869,42AEJ019,Dimitrovgrad , Beograd,7860
2021-11-02,1,13,25,20410680431,42AIM654,Dimitrovgrad , Beograd,7860
2021-11-02,1,13,25,20410680845,42AIM662,Dimitrovgrad , Beograd,7860
2021-11-02,1,13,29,19241010347,KPKM250,Sremska Mitrovica , Šimanovci,1250
2021-11-02,1,13,31,20300542022,ZG4953FA,Beograd , Pirot istok,7280
2021-11-02,1,13,31,20300542311,ZG5888HE,Beograd , Pirot istok,7280
2021-11-02,1,13,33,20300655055,42AJA650,Dimitrovgrad , Beograd,7860
2021-11-02,1,13,34,19450411905,RI7177B,Stara Pazova , Subotica,3810
2021-11-02,1,13,34,19460014293,K86M125,Ruma , Kuzmin,1020
2021-11-02,1,13,36,19231005141,NI199FE,Merošina , Niš istok,80
2021-11-02,1,13,40,21320619626,J24E081,Pojate , Pirot istok,3480
2021-11-02,1,13,42,20400907380,34DPD634,Dimitrovgrad , Beograd,7860
2021-11-02,1,13,45,19451035828,34VH7106,Dimitrovgrad , Beograd,7860
2021-11-02,1,13,45,21320610823,34ENC501,Šid , Šimanovci,2580
2021-11-02,1,13,47,19221167372,BG2195TK,Požarevac , Beograd,180
2021-11-02,1,13,47,20300513080,16APK745,Dimitrovgrad , Niš Malča,2160
2021-11-02,1,13,50,20410731283,33AAH896,Stara Pazova , Subotica,3810
2021-11-02,1,13,50,21250616311,34DDN735,Stara Pazova , Subotica,3810
2021-11-02,1,13,50,21390376073,33EFV58,Stara Pazova , Subotica,3810
2021-11-02,1,13,51,19460014897,BG600KD,Vrbas , Stara Pazova,1080
2021-11-02,1,13,55,19451036255,42AGT773,Dimitrovgrad , Beograd,7860
2021-11-02,1,13,59,20300655402,41VH766,Dimitrovgrad , Beograd,7860
2021-11-02,1,14,7,19440800746,RI5777G,Stara Pazova , Subotica,3810
2021-11-02,1,14,9,19241031095,42ACU367,Dimitrovgrad , Beograd,7860
2021-11-02,1,14,9,19451046429,E5340MC,Sremska Mitrovica , Šimanovci,1250
2021-11-02,1,14,9,20300655477,07ART675,Šimanovci , Šid,2580
2021-11-02,1,14,10,19231093444,07DFA45,Šimanovci , Šid,2580
2021-11-02,1,14,10,19231120023,NI247HU,Šid , Šimanovci,650
2021-11-02,1,14,10,21320610245,42BJ877,Pirot zapad , Beograd,7020
2021-11-02,1,14,10,21390376586,42GP025,Dimitrovgrad , Beograd,7860
2021-11-02,1,14,14,19450397229,34PJ3436,Stara Pazova , Subotica,3810
2021-11-02,1,14,14,19450427935,34BTB627,Stara Pazova , Subotica,3810
2021-11-02,1,14,15,19231026469,16ADY033,Dimitrovgrad , Pirot istok,570
2021-11-02,1,14,15,19241005883,CB8938HH,Dimitrovgrad , Beograd,7860
2021-11-02,1,14,18,19221140353,34KN6385,Dimitrovgrad , Beograd,7860
2021-11-02,1,14,20,20400879274,M30T806,Mali Požarevac , Umčari,160
2021-11-02,1,14,27,16450172925,NI237FA,Niš jug , Niš istok,50
2021-11-02,1,14,28,19451035786,16AKC584,Dimitrovgrad , Beograd,7860
2021-11-02,1,14,28,20300838834,35AYY837,Lajkovac , Preljina,1600
2021-11-02,1,14,28,21250616501,41AFL947,Dimitrovgrad , Pirot istok,570
2021-11-02,1,14,28,21250617004,34CRZ524,Dimitrovgrad , Pirot istok,570
2021-11-02,1,14,28,21320608280,35BAG945,Lajkovac , Preljina,1600
2021-11-02,1,14,31,19221102569,81EG458,Šimanovci , Šid,2580
2021-11-02,1,14,32,19221153729,LJ08SLI,Preljina , Obrenovac,2560
2021-11-02,1,14,32,19451046205,ZG6242FU,Šid , Šimanovci,2580
2021-11-02,1,14,34,21250614837,34DHS181,Niš Malča , Beograd,5690
2021-11-02,1,14,36,20400879274,M30T806,Umčari , Beograd,630
2021-11-02,1,14,40,20410724023,3AE4333,Stara Pazova , Subotica,3810
2021-11-02,1,14,41,21390376958,33AHB203,Stara Pazova , Subotica,3810
2021-11-02,1,14,43,19460016165,VA116IK,Šimanovci , Ruma,450
2021-11-02,1,14,44,21250617004,34CRZ524,Pirot istok , Dimitrovgrad,570
2021-11-02,1,14,52,21320619097,34TR7174,Stara Pazova , Subotica,3810
2021-11-02,1,14,53,20300658414,81FC996,Dimitrovgrad , Beograd,7860
2021-11-02,1,14,53,20410729121,81FC337,Dimitrovgrad , Beograd,7860
2021-11-02,1,14,54,19221167059,81FS402,Dimitrovgrad , Beograd,7860
2021-11-02,1,14,57,20410732430,07ANT725,Šimanovci , Šid,2580
2021-11-02,1,14,58,20400879167,LJUR312,Šid , Sremska Mitrovica,1300
2021-11-02,1,15,1,19450427737,33R9177,Dimitrovgrad , Beograd,7860
2021-11-02,1,15,2,20300542295,LJFH040,Šimanovci , Adaševci,2300
2021-11-02,1,15,2,21250614555,34DIN724,Beograd , Dimitrovgrad,9310
2021-11-02,1,15,3,20400890420,NMCK267,Šid , Šimanovci,2580
2021-11-02,1,15,4,19460014376,K93O214,Novi Sad Jug , Stara Pazova,1430
2021-11-02,1,15,10,19241005867,T17K336,Šimanovci , Kuzmin,1900
2021-11-02,1,15,10,19241030055,33DTT72,Dimitrovgrad , Beograd,7860
2021-11-02,1,15,10,20410699597,HNBC183,Niš sever , Beograd,5340
2021-11-02,1,15,11,19241020437,RA0057AC,Subotica , Stara Pazova,3810
2021-11-02,1,15,11,19460016900,H508PA32,Pirot zapad , Beograd,7020
2021-11-02,1,15,13,19451086748,34KL3097,Šid , Šimanovci,2580
2021-11-02,1,15,17,21320619089,68KN608,Dimitrovgrad , Beograd,7860
2021-11-02,1,15,17,21390376545,68KN097,Dimitrovgrad , Beograd,7860
2021-11-02,1,15,22,20410728818,VA160CB,Pojate , Batočina,720
2021-11-02,1,15,25,19450422555,34KU0301,Šimanovci , Šid,2580
2021-11-02,1,15,26,19241028240,34AJJ165,Šimanovci , Šid,2580
2021-11-02,1,15,26,19431001700,RI9707B,Smederevo , Dimitrovgrad,6790
2021-11-02,1,15,28,20410680415,PB5109HA,Vladičin Han , Beograd,7390
2021-11-02,1,15,29,19450422787,34PA0480,Niš Malča , Beograd,5690
2021-11-02,1,15,30,21250617004,34CRZ524,Dimitrovgrad , Pirot istok,570
2021-11-02,1,15,30,21320610245,42BJ877,Šimanovci , Ruma,880
2021-11-02,1,15,31,17330587571,NI152XO,Leskovac centar , Niš istok,170
2021-11-02,1,15,31,19440800068,RI6106E,Smederevo , Dimitrovgrad,6790
2021-11-02,1,15,32,20300838222,BT4686KP,Dimitrovgrad , Beograd,7860
2021-11-02,1,15,33,19231111808,34LR2755,Dimitrovgrad , Niš Malča,2160
2021-11-02,1,15,33,20410724353,34DYZ982,Šimanovci , Adaševci,2300
2021-11-02,1,15,34,19221153794,34KB8383,Pirot zapad , Beograd,7020
2021-11-02,1,15,34,20400885560,PB9678XT,Smederevo , Paraćin,2430
2021-11-02,1,15,37,19221153729,LJ08SLI,Šimanovci , Sremska Mitrovica,1250
2021-11-02,1,15,39,19451035471,33ENG80,Dimitrovgrad , Beograd,7860
2021-11-02,1,15,39,20300838230,14AG500,Dimitrovgrad , Beograd,7860
2021-11-02,1,15,41,19440718492,42FPZ09,Dimitrovgrad , Beograd,9310
2021-11-02,1,15,42,19440696045,34SN6818,Pirot zapad , Beograd,7020
2021-11-02,1,15,42,20410680167,PB2248TT,Morović , Šimanovci,2300
2021-11-02,1,15,43,19440696391,H410HT32,Pirot zapad , Beograd,7020
2021-11-02,1,15,50,19450411442,38DM460,Šimanovci , Adaševci,2300
2021-11-02,1,15,54,21320608546,34CIU364,Pirot istok , Dimitrovgrad,570
2021-11-02,1,15,55,20400877088,34DVU840,Stara Pazova , Subotica,3810
2021-11-02,1,15,55,21250616162,34CIU481,Pirot istok , Dimitrovgrad,570
2021-11-02,1,15,56,19241005883,CB8938HH,Šimanovci , Adaševci,2300
2021-11-02,1,15,56,20410731390,34PJ3260,Stara Pazova , Subotica,3810
2021-11-02,1,15,58,19451035349,34AYS542,Dimitrovgrad , Merošina,2800
2021-11-02,1,15,59,20400953491,CB1861PM,Dimitrovgrad , Beograd,7860
2021-11-02,1,16,1,19221153950,34YN421,Dimitrovgrad , Beograd,7860
2021-11-02,1,16,4,20400879274,M30T806,Šimanovci , Kuzmin,1900
2021-11-02,1,16,5,16330870029,VA109XJ,Lapovo , Batočina,50
2021-11-02,1,16,5,20400902324,34PRK09,Dimitrovgrad , Niš Malča,2160
2021-11-02,1,16,7,19241030246,34KM4569,Niš Malča , Beograd,5690
2021-11-02,1,16,7,19450397260,31GU977,Stara Pazova , Subotica,3810
2021-11-02,1,16,7,21320619634,31AHH965,Stara Pazova , Subotica,3810
2021-11-02,1,16,7,21390376826,81ABY993,Dimitrovgrad , Beograd,7860
2021-11-02,1,16,9,20400877765,35ANS358,Subotica , Stara Pazova,3810
2021-11-02,1,16,9,20400902449,34DGA078,Dimitrovgrad , Beograd,7860
2021-11-02,1,16,11,20410680316,42AIL954,Dimitrovgrad , Beograd,7860
2021-11-02,1,16,11,21250614837,34DHS181,Šimanovci , Šid,2580
2021-11-02,1,16,13,20400879167,LJUR312,Sremska Mitrovica , Šimanovci,1250
2021-11-02,1,16,19,19221102577,34SU0086,Šid , Šimanovci,2580
2021-11-02,1,16,19,20410680407,PB4146XT,Smederevo , Paraćin,2430
2021-11-02,1,16,22,19460014608,TE5000NK,Preljina , Obrenovac,2560
2021-11-02,1,16,22,21390376222,14NA639,Dimitrovgrad , Beograd,7860
2021-11-02,1,16,22,21390376263,14ABE672,Dimitrovgrad , Beograd,7860
2021-11-02,1,16,23,19460074826,ZG8269HU,Morović , Šimanovci,2300
2021-11-02,1,16,29,20300658414,81FC996,Šimanovci , Adaševci,2300
2021-11-02,1,16,29,20410729121,81FC337,Šimanovci , Adaševci,2300
2021-11-02,1,16,31,20300773866,61TL480,Pirot istok , Dimitrovgrad,570
2021-11-02,1,16,31,20410724825,61ADN609,Pirot istok , Dimitrovgrad,570
2021-11-02,1,16,32,19431002013,33AFT052,Beograd , Dimitrovgrad,7860
2021-11-02,1,16,32,20300513809,34EHL310,Beograd , Dimitrovgrad,9310
2021-11-02,1,16,32,20300611983,33ADJ245,Beograd , Dimitrovgrad,7860
2021-11-02,1,16,32,20400877443,34PA0685,Niš Malča , Dimitrovgrad,9310
2021-11-02,1,16,33,19221167059,81FS402,Šimanovci , Adaševci,2300
2021-11-02,1,16,34,19231026931,14GM889,Mali Požarevac , Dimitrovgrad,7390
2021-11-02,1,16,34,19231093733,34SE0674,Beograd , Dimitrovgrad,7860
2021-11-02,1,16,34,19231121005,14GG473,Mali Požarevac , Dimitrovgrad,7390
2021-11-02,1,16,34,19241028687,07AAC430,Beograd , Dimitrovgrad,7860
2021-11-02,1,16,35,19451047039,CB2526AP,Mali Požarevac , Dimitrovgrad,7390
2021-11-02,1,16,35,20300839006,34DGA0058,Pirot zapad , Beograd,7020
2021-11-02,1,16,35,20400885479,14FM520,Pirot istok , Dimitrovgrad,570
2021-11-02,1,16,35,20400902787,14NC815,Pirot istok , Dimitrovgrad,570
2021-11-02,1,16,37,20410680910,CT7370BT,Mali Požarevac , Umčari,160
2021-11-02,1,16,38,19450427737,33R9177,Šimanovci , Adaševci,2300
2021-11-02,1,16,42,19450397401,81EG438,Beograd , Dimitrovgrad,7860
2021-11-02,1,16,43,19451034912,33AFY204,Beograd , Dimitrovgrad,7860
2021-11-02,1,16,43,19451036446,14AT634,Beograd , Dimitrovgrad,9310
2021-11-02,1,16,44,20410699597,HNBC183,Šimanovci , Šid,2580
2021-11-02,1,16,48,21320600543,VU685EG,Žednik , Stara Pazova,3240
2021-11-02,1,16,49,19241030881,CB0024HM,Mali Požarevac , Dimitrovgrad,7390
2021-11-02,1,16,49,21390376115,31AGJ312,Stara Pazova , Subotica,3810
2021-11-02,1,16,49,21390376198,31EM454,Stara Pazova , Subotica,3810
2021-11-02,1,16,51,20300773734,34BME494,Beograd , Dimitrovgrad,7860
2021-11-02,1,16,53,20410680910,CT7370BT,Umčari , Beograd,630
2021-11-02,1,16,54,19431001767,KA597JG,Pećinci , Šid,2080
2021-11-02,1,16,54,19451035786,16AKC584,Stara Pazova , Subotica,3810
2021-11-02,1,16,54,21250663958,LRJS84,Morović , Šimanovci,390
2021-11-02,1,16,56,19460016637,34BSG882,Pirot zapad , Beograd,7020
2021-11-02,1,16,58,20300773338,33AHH683,Niš Malča , Dimitrovgrad,2160
2021-11-02,1,16,59,19451035828,34VH7106,Stara Pazova , Subotica,3810
2021-11-02,1,16,59,20400907935,34KM6576,Dimitrovgrad , Niš Malča,2160
2021-11-02,1,17,2,20300513643,14GM742,Šimanovci , Šid,2580
2021-11-02,1,17,5,20400902670,42AID369,Dimitrovgrad , Beograd,7860
2021-11-02,1,17,6,20290902160,34AJJ144,Šid , Šimanovci,2580
2021-11-02,1,17,8,19431001189,34DMP163,Pirot zapad , Beograd,7020
2021-11-02,1,17,11,20410680415,PB5109HA,Šimanovci , Adaševci,2300
2021-11-02,1,17,17,19451087050,14FJ525,Mali Požarevac , Umčari,160
2021-11-02,1,17,18,19231120023,NI247HU,Beograd , Niš istok,1380
2021-11-02,1,17,18,20300773791,68EK122,Beograd , Pirot istok,7280
2021-11-02,1,17,20,19460016900,H508PA32,Stara Pazova , Novi Sad Jug,1430
2021-11-02,1,17,23,21250582984,33BYN46,Dimitrovgrad , Beograd,7860
2021-11-02,1,17,24,21390376347,33AFM807,Dimitrovgrad , Beograd,7860
2021-11-02,1,17,25,20410732505,42AHN717,Beograd , Pirot zapad,7020
2021-11-02,1,17,26,20410731622,34DKL749,Stara Pazova , Subotica,3810
2021-11-02,1,17,28,19231093907,14EB115,Dimitrovgrad , Beograd,7860
2021-11-02,1,17,33,19451087050,14FJ525,Umčari , Beograd,630
2021-11-02,1,17,34,20400890768,DA502GT,Vladičin Han , Beograd,7390
2021-11-02,1,17,35,19241030055,33DTT72,Stara Pazova , Subotica,3810
2021-11-02,1,17,35,20400953905,35ATR925,Preševo , Beograd,8910
2021-11-02,1,17,35,21390376305,14AAJ542,Dimitrovgrad , Beograd,7860
2021-11-02,1,17,35,21390376388,34KM0650,Dimitrovgrad , Beograd,7860
2021-11-02,1,17,35,21390376420,34VE9598,Dimitrovgrad , Beograd,7860
2021-11-02,1,17,35,21390376461,14ABC740,Dimitrovgrad , Beograd,7860
2021-11-02,1,17,35,21390376503,14AAJ544,Dimitrovgrad , Beograd,7860
2021-11-02,1,17,37,19231011677,34LZ0798,Šimanovci , Adaševci,2300
2021-11-02,1,17,37,20410729790,E428KT60,Leskovac jug , Pojate,2700
2021-11-02,1,17,39,20300655402,41VH766,Stara Pazova , Subotica,3810
2021-11-02,1,17,42,21250616766,31AGK891,Dimitrovgrad , Beograd,7860
2021-11-02,1,17,43,19241005305,E18T614,Ruma , Kuzmin,1020
2021-11-02,1,17,43,20400953491,CB1861PM,Šimanovci , Adaševci,2300
2021-11-02,1,17,45,19460074826,ZG8269HU,Beograd , Smederevo,1070
2021-11-02,1,17,45,20300611454,16AKC531,Šid , Šimanovci,2580
2021-11-02,1,17,46,21320610690,34DMF498,Subotica , Stara Pazova,3810
2021-11-02,1,17,49,21250582968,33ADL044,Stara Pazova , Subotica,3810
2021-11-02,1,17,54,19221102155,81FP156,Dimitrovgrad , Beograd,7860
2021-11-02,1,17,54,19460014202,DJ304CF,Šid , Šimanovci,2580
2021-11-02,1,17,55,19460014558,A074KT60,Vrbas , Novi Sad Sever,4210
2021-11-02,1,17,55,20400949366,M393TY60,Vrbas , Novi Sad Sever,730
2021-11-02,1,17,56,20300658422,33AGM026,Dimitrovgrad , Smederevo,6790
2021-11-02,1,17,56,21320610229,33AFE320,Dimitrovgrad , Smederevo,6790
2021-11-02,1,18,1,19221153794,34KB8383,Šimanovci , Šid,2580
2021-11-02,1,18,1,21390376826,81ABY993,Šimanovci , Šid,2580
2021-11-02,1,18,10,19440696045,34SN6818,Stara Pazova , Subotica,3810
2021-11-02,1,18,11,19241005057,LJ07TBF,Šid , Šimanovci,2580
2021-11-02,1,18,13,21390376909,33EL706,Dimitrovgrad , Beograd,7860
2021-11-02,1,18,16,21250582604,38AFM933,Pirot zapad , Beograd,7020
2021-11-02,1,18,17,19451035471,33ENG80,Stara Pazova , Subotica,3810
2021-11-02,1,18,17,20300838230,14AG500,Stara Pazova , Subotica,3810
2021-11-02,1,18,20,19451079859,31AEU559,Dimitrovgrad , Niš Malča,2160
2021-11-02,1,18,27,20410680167,PB2248TT,Beograd , Paraćin,3500
2021-11-02,1,18,28,19450422787,34PA0480,Beograd , Šid,2980
2021-11-02,1,18,32,19221153455,38ABV321,Pirot istok , Beograd,7280
2021-11-02,1,18,35,20410680910,CT7370BT,Šimanovci , Adaševci,2300
2021-11-02,1,18,36,19440718971,42ACK716,Dimitrovgrad , Beograd,7860
2021-11-02,1,18,37,19241030246,34KM4569,Šimanovci , Adaševci,2300
2021-11-02,1,18,37,19460014608,TE5000NK,Šimanovci , Šid,2580
2021-11-02,1,18,42,20400877211,14NA220,Šid , Šimanovci,2580
2021-11-02,1,18,42,21390376743,34ENJ065,Niš Malča , Beograd,5690
2021-11-02,1,18,44,20400879167,LJUR312,Šimanovci , Sremska Mitrovica,1250
2021-11-02,1,18,50,21390376412,34ENJ021,Dimitrovgrad , Beograd,7860
2021-11-02,1,18,51,19460016637,34BSG882,Šimanovci , Ruma,880
2021-11-02,1,18,52,21390376180,33AFM808,Dimitrovgrad , Beograd,7860
2021-11-02,1,18,55,19231026881,34KH4528,Dimitrovgrad , Beograd,7860
2021-11-02,1,19,7,19441078177,35AJJ491,Dimitrovgrad , Niš Malča,2160
2021-11-02,1,19,7,21320619865,34AGN852,Dimitrovgrad , Niš Malča,2160
2021-11-02,1,19,8,20410729964,ZG0540TF,Šid , Šimanovci,2580
2021-11-02,1,19,8,21250616352,41AFL948,Subotica , Stara Pazova,3810
2021-11-02,1,19,9,19451087050,14FJ525,Šimanovci , Adaševci,2300
2021-11-02,1,19,12,20400890446,CEPE234,Pojate , Beograd,3800
2021-11-02,1,19,15,20410732893,34DKT917,Pirot zapad , Niš Malča,1320
2021-11-02,1,19,16,19460016454,42GP214,Dimitrovgrad , Niš Malča,2160
2021-11-02,1,19,16,20300611199,34CGS901,Dimitrovgrad , Beograd,7860
2021-11-02,1,19,16,21320608439,42NT393,Dimitrovgrad , Niš Malča,2160
2021-11-02,1,19,20,19241030543,31EM927,Dimitrovgrad , Beograd,7860
2021-11-02,1,19,29,20300658984,14DB470,Šid , Šimanovci,2580
2021-11-02,1,19,30,20410699589,14GM961,Šid , Šimanovci,2580
2021-11-02,1,19,33,19431002575,34DJU114,Stara Pazova , Subotica,3810
2021-11-02,1,19,33,20400877211,14NA220,Beograd , Mali Požarevac,460
2021-11-02,1,19,33,21390376867,34PJ3445,Stara Pazova , Subotica,3810
2021-11-02,1,19,39,20300773858,34DKE079,Subotica , Stara Pazova,3810
2021-11-02,1,19,39,20300773890,34ENF390,Subotica , Stara Pazova,3810
2021-11-02,1,19,39,21390376099,34CRY782,Dimitrovgrad , Niš Malča,2160
2021-11-02,1,19,40,20410728503,34DKZ075,Dimitrovgrad , Niš Malča,2160
2021-11-02,1,19,41,21390376057,34CJC296,Dimitrovgrad , Niš Malča,2160
2021-11-02,1,19,42,19231120403,34KB8203,Dimitrovgrad , Niš Malča,2160
2021-11-02,1,19,42,20300658281,81ABS515,Niš Malča , Beograd,5690
2021-11-02,1,19,44,19431047067,31AYY40,Dimitrovgrad , Beograd,7860
2021-11-02,1,19,47,20410728792,14ABD979,Šid , Šimanovci,2580
2021-11-02,1,19,51,19451046205,ZG6242FU,Beograd , Pirot istok,7280
2021-11-02,1,19,51,19460014061,ZG6733HA,Beograd , Pirot istok,7280
2021-11-02,1,19,51,20410731044,34DKY791,Subotica , Stara Pazova,3810
2021-11-02,1,19,58,21250614456,33AHB213,Dimitrovgrad , Beograd,7860
2021-11-02,1,19,58,21250616717,33AHB209,Dimitrovgrad , Beograd,7860
2021-11-02,1,19,59,20400879332,NMSM768,Preševo , Beograd,8910
2021-11-02,1,19,59,21390376784,33AIH756,Dimitrovgrad , Beograd,7860
2021-11-02,1,20,1,19231093907,14EB115,Šimanovci , Adaševci,2300
2021-11-02,1,20,1,21390376339,14AAJ973,Dimitrovgrad , Beograd,7860
2021-11-02,1,20,2,21250614027,34DLN628,Dimitrovgrad , Beograd,7860
2021-11-02,1,20,3,20300655303,31BD155,Stara Pazova , Subotica,3810
2021-11-02,1,20,7,19431002542,14GA868,Pojate , Pirot zapad,3210
2021-11-02,1,20,12,19221102155,81FP156,Šimanovci , Šid,2580
2021-11-02,1,20,14,20400949358,VE5002AC,Preševo , Smederevo,7840
2021-11-02,1,20,16,20410732471,34CRZ524,Pirot zapad , Beograd,7020
2021-11-02,1,20,16,21250617004,34CRZ524,Pirot zapad , Beograd,7020
2021-11-02,1,20,19,19440696797,31ABR997,Niš Malča , Beograd,5690
2021-11-02,1,20,22,20300542162,ZG6912HV,Šid , Šimanovci,2580
2021-11-02,1,20,28,19441088143,MYO337,Dimitrovgrad , Beograd,7860
2021-11-02,1,20,29,20410729220,34ZN1127,Subotica , Stara Pazova,3810
2021-11-02,1,20,31,21390376412,34ENJ021,Šimanovci , Adaševci,2300
2021-11-02,1,20,37,20400877765,35ANS358,Beograd , Niš Malča,5690
2021-11-02,1,20,40,19451080501,34DDC951,Šid , Šimanovci,2580
2021-11-02,1,20,42,20400877732,34DYN253,Šid , Šimanovci,2580
2021-11-02,1,20,44,19440719755,PA164JC,Smederevo , Leskovac centar,5030
2021-11-02,1,20,46,20400953129,34DTH591,Dimitrovgrad , Pirot istok,570
2021-11-02,1,20,48,21250582984,33BYN46,Stara Pazova , Subotica,3810
2021-11-02,1,20,55,19231182254,34BRH586,Šid , Šimanovci,2580
2021-11-02,1,20,56,20400949283,SK2612AI,Preševo , Beograd,8910
2021-11-02,1,20,59,20300773304,38YZ520,Beograd , Dimitrovgrad,9310
2021-11-02,1,21,0,20400877674,31AGL452,Mali Požarevac , Dimitrovgrad,9310
2021-11-02,1,21,2,19451034789,34HFE45,Jagodina , Dimitrovgrad,4940
2021-11-02,1,21,2,20400879472,PGJU616,Obrenovac , Preljina,2560
2021-11-02,1,21,2,20410699779,34HP9246,Jagodina , Dimitrovgrad,4940
2021-11-02,1,21,2,21320608603,34CRY973,Beograd , Dimitrovgrad,7860
2021-11-02,1,21,2,21390376289,41YH687,Jagodina , Dimitrovgrad,4940
2021-11-02,1,21,5,20300658513,34FM0723,Pirot istok , Dimitrovgrad,570
2021-11-02,1,21,6,19440718161,33DLL28,Beograd , Dimitrovgrad,7860
2021-11-02,1,21,7,19431001908,ZG5400HD,Šid , Šimanovci,2580
2021-11-02,1,21,7,20400879100,ZG8100HR,Šid , Šimanovci,2580
2021-11-02,1,21,9,19231026923,42DJE38,Niš Malča , Dimitrovgrad,2160
2021-11-02,1,21,9,20400902878,34DTH275,Šid , Šimanovci,2580
2021-11-02,1,21,13,19451046783,CB0418PT,Beograd , Dimitrovgrad,7860
2021-11-02,1,21,14,19451035679,42ADE447,Šid , Šimanovci,2580
2021-11-02,1,21,16,19241032846,34LZ0814,Beograd , Dimitrovgrad,9310
2021-11-02,1,21,16,21250616766,31AGK891,Stara Pazova , Subotica,3810
2021-11-02,1,21,19,19231026881,34KH4528,Šimanovci , Adaševci,2300
2021-11-02,1,21,26,21390376743,34ENJ065,Šimanovci , Šid,2580
2021-11-02,1,21,30,19460016041,16AHD907,Šid , Šimanovci,2580
2021-11-02,1,21,30,21250614670,10AFU774,Šid , Šimanovci,2580
2021-11-02,1,21,31,20410729964,ZG0540TF,Beograd , Pojate,3800
2021-11-02,1,21,32,19451035141,01CER80,Dimitrovgrad , Beograd,7860
2021-11-02,1,21,32,21390376214,33AGF978,Dimitrovgrad , Beograd,7860
2021-11-02,1,21,34,21390376909,33EL706,Stara Pazova , Subotica,3810
2021-11-02,1,21,42,20300611199,34CGS901,Stara Pazova , Subotica,3810
2021-11-02,1,21,42,21320610229,33AFE320,Šimanovci , Šid,2580
2021-11-02,1,21,43,20300658422,33AGM026,Šimanovci , Šid,2580
2021-11-02,1,21,43,21250582604,38AFM933,Stara Pazova , Subotica,3810
2021-11-02,1,21,49,19241005198,NMNS412,Šid , Ruma,860
2021-11-02,1,21,49,19451079677,81EL571,Dimitrovgrad , Beograd,7860
2021-11-02,1,21,52,20410680043,42DD225,Šid , Šimanovci,2580
2021-11-02,1,21,54,19451035034,34LT0433,Pirot istok , Bela Palanka,860
2021-11-02,1,21,54,21390377006,34EIS848,Pirot istok , Bela Palanka,860
2021-11-02,1,22,1,20400879332,NMSM768,Stara Pazova , Vrbas,2170
2021-11-02,1,22,3,19441088143,MYO337,Šimanovci , Adaševci,2300
2021-11-02,1,22,7,20300658281,81ABS515,Šimanovci , Adaševci,2300
2021-11-02,1,22,12,21320608298,33ADG399,Niš Malča , Beograd,5690
2021-11-02,1,22,27,20300773353,50ABL134,Subotica , Stara Pazova,3810
2021-11-02,1,22,27,20300773627,34DYR639,Dimitrovgrad , Beograd,7860
2021-11-02,1,22,28,20300542782,34BC6944,Dimitrovgrad , Beograd,7860
2021-11-02,1,22,28,21250614027,34DLN628,Stara Pazova , Subotica,3810
2021-11-02,1,22,36,19431002757,14AS738,Dimitrovgrad , Pirot istok,570
2021-11-02,1,22,36,19440718898,ZG6677AV,Stara Pazova , Novi Sad Jug,1430
2021-11-02,1,22,37,19440719060,34SV1585,Niš Malča , Pojate,1890
2021-11-02,1,22,37,20400879456,34DTJ561,Feketić , Stara Pazova,2410
2021-11-02,1,22,41,19221153356,81FP146,Šid , Šimanovci,2580
2021-11-02,1,22,41,20410699464,81DJ764,Šid , Šimanovci,2580
2021-11-02,1,22,45,20410679326,RI5733E,Šid , Šimanovci,2580
